Hours,COM,MFH,SFH,APPRT
4247,0.003067484662576687,0.008000591540964212,0.0003968253968253968,0.0003968253968253968
4248,0.015209016978170925,0.010041407867494825,0.0011904761904761906,0.0011904761904761906
4249,0.0147239263803681,0.008000591540964212,0.0003968253968253968,0.0003968253968253968
4250,0.018276501640747612,0.004939367051168294,0.003968253968253968,0.003968253968253968
4251,0.03790840348123841,0.04457261165335699,0.016823785351704132,0.016823785351704132
4252,0.07975460122699386,0.08506359065365277,0.06372371283538797,0.06372371283538797
4253,0.0968041090027108,0.06465542738834665,0.10133953750705021,0.10133953750705021
4254,0.09851619346554431,0.09424726412304052,0.08610305374264765,0.08610305374264765
4255,0.06661435297474676,0.07894114167406094,0.06491418902586416,0.06491418902586416
4256,0.0592523897845627,0.07808340727595386,0.06253323664491178,0.06253323664491178
4257,0.0556998145241832,0.07196095829636204,0.054836435420191766,0.054836435420191766
4258,0.04895134826651448,0.0678793256433008,0.055630086213842564,0.055630086213842564
4259,0.044656869738907125,0.06889973380656611,0.05364595922971558,0.05364595922971558
4260,0.028705949493508347,0.058695652173913045,0.04118725324309081,0.04118725324309081
4261,0.024283064631188473,0.061756876663708965,0.03959995165578922,0.03959995165578922
4262,0.019503495505778286,0.04865424430641822,0.035631697687535255,0.035631697687535255
4263,0.012141532315594237,0.04763383614315292,0.04158407863991621,0.04158407863991621
4264,0.015209016978170925,0.05665483584738243,0.0512650068487632,0.0512650068487632
4265,0.017663004708232274,0.06277728482697428,0.04967770526146161,0.04967770526146161
4266,0.026865458695962335,0.06583850931677018,0.052455483039239394,0.052455483039239394
4267,0.031031530888857184,0.07604259094942326,0.054042784626540975,0.054042784626540975
4268,0.023797974033385648,0.07196095829636204,0.04689992748368383,0.04689992748368383
4269,0.021957483235839636,0.061756876663708965,0.023569817097735882,0.023569817097735882
4270,0.00846055072050221,0.03028689736764271,0.006349206349206349,0.006349206349206349
4271,0.006748466257668712,0.008000591540964212,0.0003968253968253968,0.0003968253968253968
4272,0.012883435582822088,0.010041407867494825,0.0011904761904761906,0.0011904761904761906
4273,0.0147239263803681,0.008000591540964212,0.0003968253968253968,0.0003968253968253968
4274,0.0164360108432016,0.004939367051168294,0.003968253968253968,0.003968253968253968
4275,0.03177343415608504,0.04457261165335699,0.016823785351704132,0.016823785351704132
4276,0.07116564417177915,0.08506359065365277,0.06372371283538797,0.06372371283538797
4277,0.08453417035240407,0.06567583555161197,0.10133953750705021,0.10133953750705021
4278,0.09483521187045228,0.09424726412304052,0.08649987913947305,0.08649987913947305
4279,0.06784134683977744,0.07894114167406094,0.06491418902586416,0.06491418902586416
4280,0.060479383649593384,0.08098195800059155,0.06253323664491178,0.06253323664491178
4281,0.05434441432444001,0.07196095829636204,0.054836435420191766,0.054836435420191766
4282,0.044656869738907125,0.0678793256433008,0.055630086213842564,0.055630086213842564
4283,0.040975888143815094,0.06889973380656611,0.05364595922971558,0.05364595922971558
4284,0.03054644029105436,0.05971606033717835,0.04118725324309081,0.04118725324309081
4285,0.018889998573262946,0.061756876663708965,0.03959995165578922,0.03959995165578922
4286,0.019375089171065774,0.04865424430641822,0.035631697687535255,0.035631697687535255
4287,0.012013125980881724,0.04763383614315292,0.04158407863991621,0.04158407863991621
4288,0.01582251391068626,0.05767524401064774,0.0512650068487632,0.0512650068487632
4289,0.019503495505778286,0.06277728482697428,0.04967770526146161,0.04967770526146161
4290,0.03177343415608504,0.06583850931677018,0.052455483039239394,0.052455483039239394
4291,0.031159937223569696,0.07604259094942326,0.054042784626540975,0.054042784626540975
4292,0.028092452560993013,0.07298136645962734,0.04689992748368383,0.04689992748368383
4293,0.021957483235839636,0.061756876663708965,0.023569817097735882,0.023569817097735882
4294,0.007847053787986873,0.03028689736764271,0.006349206349206349,0.006349206349206349
4295,0.015950920245398775,0.006980183377698905,0.0003968253968253968,0.0003968253968253968
4296,0.015950920245398775,0.010041407867494825,0.0011904761904761906,0.0011904761904761906
4297,0.006006562990440862,0.008000591540964212,0.0003968253968253968,0.0003968253968253968
4298,0.013496932515337423,0.004939367051168294,0.0035714285714285713,0.0035714285714285713
4299,0.025153374233128835,0.04355220349009169,0.016823785351704132,0.016823785351704132
4300,0.03742331288343558,0.0821650399290151,0.06118564176939812,0.06118564176939812
4301,0.07484662576687116,0.061756876663708965,0.09840464104423495,0.09840464104423495
4302,0.08220858895705523,0.09032830523513755,0.08356498267665781,0.08356498267665781
4303,0.0591239834498502,0.07604259094942326,0.062376117959874314,0.062376117959874314
4304,0.045141960336709946,0.07808340727595386,0.05959834018209654,0.05959834018209654
4305,0.052147239263803685,0.07094055013309672,0.05443961002336637,0.05443961002336637
4306,0.03054644029105436,0.06498077491866312,0.05523326081701716,0.05523326081701716
4307,0.029319446426023684,0.06498077491866312,0.050711062766900336,0.050711062766900336
4308,0.019375089171065774,0.05579710144927537,0.04118725324309081,0.04118725324309081
4309,0.036196319018404914,0.05885832593907128,0.03959995165578922,0.03959995165578922
4310,0.02883435582822086,0.04865424430641822,0.033093626621545406,0.033093626621545406
4311,0.020245398773006136,0.046613427979887614,0.04158407863991621,0.04158407863991621
4312,0.012626622913397062,0.053756285122744746,0.04872693578277335,0.04872693578277335
4313,0.013368526180624911,0.0598787341023366,0.047139634195471763,0.047139634195471763
4314,0.018148095306035096,0.06583850931677018,0.05205865764241399,0.05205865764241399
